,name,x1,x2,y1,y2,classname
2281,3952.png,212,4,584,508,face_with_mask
2283,3651.png,166,26,530,501,face_with_mask
2285,3674.png,1,2,286,305,face_with_mask
2297,3041.png,87,2,515,519,face_with_mask
2299,2769.png,276,6,363,111,face_with_mask
2307,4944.png,354,116,549,374,face_with_mask
2319,5615.jpg,106,47,532,547,face_with_mask
2320,3750.png,94,4,535,543,face_with_mask
2323,2121.jpg,183,28,358,261,face_with_mask
2330,4646.png,300,112,422,248,face_with_mask
2332,3524.png,280,160,330,222,face_with_mask
2337,3524.png,184,188,228,240,face_with_mask
2338,3524.png,94,175,130,224,face_with_mask
2339,3524.png,462,243,508,294,face_with_mask
2340,3524.png,459,173,486,215,face_with_mask
2341,3524.png,30,181,51,215,face_with_mask
2352,4744.png,115,8,572,598,face_with_mask
2361,5210.jpg,1578,1376,2153,1870,face_with_mask
2365,4655.png,3,14,128,349,face_with_mask
2371,2592.png,4,0,835,625,face_with_mask
2374,2515.png,101,40,251,266,face_with_mask
2375,2515.png,412,29,464,229,face_with_mask
2379,2451.png,255,78,346,193,face_with_mask
2382,2134.jpg,1243,150,1593,465,face_with_mask
2385,3532.png,22,3,453,491,face_with_mask
2413,3851.png,186,145,454,517,face_with_mask
2430,2152.jpg,150,40,328,290,face_with_mask
2431,2152.jpg,499,59,673,327,face_with_mask
2439,3987.png,127,19,191,89,face_with_mask
2442,2180.png,325,171,391,252,face_with_mask
2443,2180.png,5,245,64,310,face_with_mask
2452,4036.png,112,6,451,354,face_with_mask
2456,5300.jpeg,1442,274,1613,478,face_with_mask
2459,4589.png,65,9,506,579,face_with_mask
2466,2619.png,766,301,908,473,face_with_mask
2467,2619.png,102,5,542,369,face_with_mask
2473,5221.jpeg,209,150,544,579,face_with_mask
2475,2365.png,430,38,535,201,face_with_mask
2476,2365.png,713,71,796,184,face_with_mask
2484,4885.png,82,52,411,462,face_with_mask
2488,2406.png,192,445,280,546,face_with_mask
2491,3919.png,172,4,587,588,face_with_mask
2494,2261.png,4,67,278,382,face_with_mask
2495,2261.png,463,82,622,299,face_with_mask
2499,5093.jpg,592,32,691,154,face_with_mask
2505,4140.png,94,43,282,321,face_with_mask
2507,2772.png,305,140,509,357,face_with_mask
2509,4571.png,88,8,498,612,face_with_mask
2511,2049.jpg,839,611,1994,2139,face_with_mask
2514,1963.png,139,60,428,426,face_with_mask
2527,3837.png,222,129,518,522,face_with_mask
2531,5067.jpg,62,74,439,529,face_with_mask
2533,3209.png,306,22,675,541,face_with_mask
2536,3435.png,85,0,390,466,face_with_mask
2540,3251.png,136,176,400,529,face_with_mask
2549,2712.png,170,7,580,545,face_with_mask
2556,3572.png,96,257,147,326,face_with_mask
2557,3572.png,250,275,296,338,face_with_mask
2562,3984.png,354,74,470,201,face_with_mask
2564,4773.png,379,83,539,265,face_with_mask
2566,3521.png,5,130,194,392,face_with_mask
2576,3363.png,406,10,648,249,face_with_mask
2581,4372.png,118,4,357,325,face_with_mask
2584,4977.png,718,154,761,205,face_with_mask
2585,4977.png,401,162,469,242,face_with_mask
2592,4519.png,153,118,224,205,face_with_mask
2602,2987.png,258,76,502,440,face_with_mask
2607,3341.png,54,87,297,397,face_with_mask
2610,5475.jpg,710,188,1086,625,face_with_mask
2613,2562.png,650,90,705,173,face_with_mask
2614,2562.png,358,84,424,181,face_with_mask
2615,2562.png,89,6,179,109,face_with_mask
2622,5049.jpg,391,108,667,504,face_with_mask
2624,4866.png,693,157,740,210,face_with_mask
2625,4866.png,647,148,689,194,face_with_mask
2626,4866.png,600,134,638,173,face_with_mask
2627,4866.png,551,116,583,156,face_with_mask
2628,4866.png,351,107,388,144,face_with_mask
2629,4866.png,269,98,314,148,face_with_mask
2630,4866.png,188,101,220,139,face_with_mask
2631,4866.png,141,96,182,149,face_with_mask
2645,4866.png,1,132,21,178,face_with_mask
2646,4866.png,27,108,61,153,face_with_mask
2647,4866.png,106,92,137,134,face_with_mask
2648,4866.png,430,115,458,152,face_with_mask
2649,4866.png,496,136,518,163,face_with_mask
2650,1979.jpg,474,108,555,227,face_with_mask
2652,3243.png,202,152,289,270,face_with_mask
2653,3243.png,669,110,723,229,face_with_mask
2658,2962.png,339,5,459,116,face_with_mask
2661,2358.png,130,23,233,142,face_with_mask
2663,4732.png,228,183,397,379,face_with_mask
2669,3801.png,129,229,372,530,face_with_mask
2671,5086.jpg,79,64,268,319,face_with_mask
2672,5086.jpg,428,6,630,273,face_with_mask
2680,4189.png,312,31,589,399,face_with_mask
2691,4382.png,191,248,278,357,face_with_mask
2697,2076.jpg,480,144,636,350,face_with_mask
2698,2076.jpg,95,158,294,376,face_with_mask
2699,2076.jpg,367,50,503,220,face_with_mask
2704,2076.jpg,583,82,730,266,face_with_mask
2707,4988.png,131,104,483,563,face_with_mask
2715,3349.png,426,177,588,364,face_with_mask
2719,2649.png,316,15,568,371,face_with_mask
2721,3732.png,205,77,289,180,face_with_mask
2722,3732.png,40,87,118,195,face_with_mask
2734,3732.png,274,0,330,35,face_with_mask
2735,3732.png,418,2,471,48,face_with_mask
2738,4183.png,162,3,462,309,face_with_mask
2741,5171.jpg,117,110,157,163,face_with_mask
2742,5171.jpg,197,100,243,163,face_with_mask
2743,5171.jpg,342,33,400,111,face_with_mask
2744,5171.jpg,466,42,523,120,face_with_mask
2758,3438.png,112,115,457,562,face_with_mask
2763,3555.png,136,45,498,512,face_with_mask
2765,3628.png,365,145,580,416,face_with_mask
2768,4969.png,28,6,304,357,face_with_mask
2781,4717.png,184,154,389,431,face_with_mask
2787,2259.png,421,119,455,155,face_with_mask
2789,3511.png,314,88,505,326,face_with_mask
2793,3511.png,236,39,338,154,face_with_mask
2794,3511.png,472,196,529,313,face_with_mask
2805,5419.jpg,157,163,628,825,face_with_mask
2811,4531.png,237,184,485,592,face_with_mask
2813,3164.png,193,26,322,171,face_with_mask
2815,4079.png,410,209,491,321,face_with_mask
2816,4079.png,19,11,194,200,face_with_mask
2820,4292.png,64,16,382,431,face_with_mask
2824,2889.png,68,180,173,315,face_with_mask
2825,2889.png,351,132,430,242,face_with_mask
2826,2889.png,550,175,630,283,face_with_mask
2832,4145.png,455,62,564,200,face_with_mask
2839,4145.png,73,53,160,170,face_with_mask
2842,2642.png,191,13,429,328,face_with_mask
2850,4420.png,429,6,715,374,face_with_mask
2852,2175.png,255,17,601,485,face_with_mask
2856,3776.png,157,32,535,494,face_with_mask
2860,4456.png,362,230,416,312,face_with_mask
2861,4456.png,315,231,354,284,face_with_mask
2866,4299.png,277,86,365,204,face_with_mask
2869,2918.png,84,6,677,534,face_with_mask
2871,2115.jpg,148,57,337,326,face_with_mask
2872,2115.jpg,474,122,672,403,face_with_mask
2875,3785.png,546,114,669,272,face_with_mask
2881,3785.png,225,113,335,275,face_with_mask
2883,4653.png,191,240,256,335,face_with_mask
2893,4798.png,189,45,318,214,face_with_mask
2903,4940.png,268,0,416,157,face_with_mask
2909,3100.png,191,7,557,370,face_with_mask
2911,4605.png,414,28,548,221,face_with_mask
2916,4606.png,218,32,316,180,face_with_mask
2917,4606.png,85,38,172,172,face_with_mask
2918,4606.png,34,156,153,315,face_with_mask
2919,4606.png,296,120,449,324,face_with_mask
2920,4606.png,114,285,310,566,face_with_mask
2931,2092.jpg,307,124,397,253,face_with_mask
2932,2092.jpg,527,75,594,157,face_with_mask
2939,2092.jpg,343,68,423,154,face_with_mask
2940,2092.jpg,588,49,633,113,face_with_mask
2942,4208.png,318,9,367,64,face_with_mask
2944,2439.png,327,21,477,204,face_with_mask
2945,2439.png,209,42,314,190,face_with_mask
2946,2439.png,3,47,202,304,face_with_mask
2950,3823.png,597,177,647,235,face_with_mask
2951,3823.png,465,203,507,250,face_with_mask
2956,2007.jpg,373,58,430,129,face_with_mask
2959,3032.png,163,47,414,401,face_with_mask
2961,4552.png,269,8,486,280,face_with_mask
2969,1961.png,188,128,506,435,face_with_mask
2979,3299.png,303,169,504,411,face_with_mask
2983,2283.png,174,51,465,470,face_with_mask
2987,4976.png,422,233,557,400,face_with_mask
2988,4976.png,259,52,389,186,face_with_mask
2991,4718.png,369,190,432,278,face_with_mask
2994,3186.png,197,40,267,132,face_with_mask
2997,5702.png,261,31,414,252,face_with_mask
3004,2314.png,115,21,418,489,face_with_mask
3009,2369.png,566,9,791,286,face_with_mask
3013,2894.png,13,7,922,661,face_with_mask
3019,2477.png,169,64,477,540,face_with_mask
3021,3338.png,97,17,435,490,face_with_mask
3026,2368.png,239,146,349,301,face_with_mask
3028,2059.jpg,150,149,447,487,face_with_mask
3030,5149.jpg,226,0,1008,906,face_with_mask
3033,2096.jpg,392,101,592,413,face_with_mask
3034,2096.jpg,218,104,397,373,face_with_mask
3042,2767.png,256,20,543,342,face_with_mask
3044,4429.png,396,11,698,427,face_with_mask
3045,4429.png,8,32,356,453,face_with_mask
3050,4724.png,225,1,548,399,face_with_mask
3055,2721.png,164,7,505,417,face_with_mask
3058,2202.png,75,14,430,406,face_with_mask
3064,5032.jpg,904,43,1167,383,face_with_mask
3065,5032.jpg,1364,169,1619,512,face_with_mask
3074,4482.png,3,8,429,580,face_with_mask
3076,5179.jpg,291,26,393,167,face_with_mask
3077,5179.jpg,516,174,650,325,face_with_mask
3087,5179.jpg,418,35,461,87,face_with_mask
3099,2422.png,816,271,887,358,face_with_mask
3100,2422.png,154,165,201,219,face_with_mask
3101,2422.png,227,207,281,260,face_with_mask
3102,2422.png,477,108,523,163,face_with_mask
3107,2422.png,36,161,68,203,face_with_mask
3109,2422.png,297,99,338,148,face_with_mask
3110,2422.png,308,38,337,74,face_with_mask
3111,2422.png,349,20,381,60,face_with_mask
3112,2422.png,283,38,306,75,face_with_mask
3113,2422.png,255,35,287,73,face_with_mask
3114,2422.png,210,40,241,74,face_with_mask
3115,2422.png,133,69,174,116,face_with_mask
3116,2422.png,53,64,93,104,face_with_mask
3117,2422.png,152,26,184,62,face_with_mask
3118,2422.png,93,23,134,64,face_with_mask
3119,2422.png,28,9,57,39,face_with_mask
3133,5041.jpeg,482,0,718,323,face_with_mask
3136,4248.png,209,81,415,332,face_with_mask
3137,4248.png,103,122,213,263,face_with_mask
3142,4392.png,233,21,569,414,face_with_mask
3145,4391.png,543,12,1029,570,face_with_mask
3151,5559.jpg,510,27,726,359,face_with_mask
3152,4814.png,362,6,565,235,face_with_mask
3158,3140.png,592,47,667,140,face_with_mask
3161,3235.png,289,129,398,272,face_with_mask
3162,3235.png,446,111,509,261,face_with_mask
3165,4190.png,103,52,397,378,face_with_mask
3171,4505.png,8,9,278,399,face_with_mask
3174,4565.png,136,147,230,276,face_with_mask
3175,4565.png,419,144,497,260,face_with_mask
3176,4565.png,501,164,602,290,face_with_mask
3180,3502.png,319,127,396,233,face_with_mask
3182,4445.png,367,141,411,204,face_with_mask
3187,2752.png,128,39,273,228,face_with_mask
3190,2646.png,165,2,566,515,face_with_mask
3194,6414.png,63,0,586,665,face_with_mask
3198,2866.png,405,107,598,327,face_with_mask
3202,3865.png,465,5,601,214,face_with_mask
3210,5095.jpg,269,123,369,246,face_with_mask
3211,5095.jpg,721,36,864,232,face_with_mask
3220,4523.png,36,153,379,554,face_with_mask
3223,5016.jpg,79,20,241,238,face_with_mask
3231,3381.png,112,57,390,460,face_with_mask
3237,4179.png,295,164,411,303,face_with_mask
3241,2790.png,404,101,672,423,face_with_mask
3245,2215.png,113,50,374,396,face_with_mask
3248,4615.png,154,178,432,544,face_with_mask
3250,3701.png,255,18,369,157,face_with_mask
3254,4118.png,149,18,569,618,face_with_mask
3261,2544.png,182,64,427,397,face_with_mask
3263,4400.png,345,77,459,228,face_with_mask
3264,4400.png,237,354,283,408,face_with_mask
3268,3327.png,620,29,810,268,face_with_mask
3271,3426.png,194,175,516,556,face_with_mask
3272,3426.png,8,273,244,574,face_with_mask
3279,2550.png,768,2,907,169,face_with_mask
3280,2550.png,65,85,184,219,face_with_mask
3281,2550.png,322,79,384,157,face_with_mask
3282,2550.png,442,40,524,138,face_with_mask
3296,2550.png,711,11,763,105,face_with_mask
3297,2550.png,542,3,581,58,face_with_mask
3298,2550.png,369,39,412,87,face_with_mask
3299,2550.png,270,27,313,83,face_with_mask
3300,2550.png,191,97,229,148,face_with_mask
3301,2550.png,164,41,196,76,face_with_mask
3302,2550.png,117,28,157,76,face_with_mask
3303,2550.png,48,20,81,59,face_with_mask
3304,2550.png,3,16,44,78,face_with_mask
3305,3899.png,754,67,835,181,face_with_mask
3306,3899.png,593,94,674,185,face_with_mask
3307,3899.png,441,68,558,226,face_with_mask
3323,2290.png,5,174,65,241,face_with_mask
3326,2290.png,243,127,300,197,face_with_mask
3328,2290.png,676,122,716,171,face_with_mask
3331,3424.png,365,101,403,181,face_with_mask
3344,3187.png,344,72,427,177,face_with_mask
3347,2897.png,150,1,639,612,face_with_mask
3359,4126.png,86,4,410,379,face_with_mask
3363,2978.png,347,177,392,232,face_with_mask
3364,2978.png,578,149,637,222,face_with_mask
3369,2978.png,113,181,161,230,face_with_mask
3372,4515.png,329,40,428,162,face_with_mask
3373,4515.png,777,55,877,157,face_with_mask
3374,4515.png,552,307,625,397,face_with_mask
3383,2549.png,499,56,612,197,face_with_mask
3384,2549.png,133,109,259,249,face_with_mask
3387,4936.png,379,14,474,153,face_with_mask
3391,3086.png,561,80,651,186,face_with_mask
3392,3086.png,400,161,517,282,face_with_mask
3400,3086.png,284,226,349,306,face_with_mask
3402,3443.png,41,27,394,425,face_with_mask
3405,2970.png,558,26,727,270,face_with_mask
3407,4289.png,107,41,471,506,face_with_mask
3410,1938.jpg,324,69,384,155,face_with_mask
3411,1938.jpg,149,89,222,169,face_with_mask
3416,2345.png,158,30,408,391,face_with_mask
3419,2401.png,170,245,367,413,face_with_mask
3422,3139.png,11,19,139,132,face_with_mask
3424,4839.png,216,69,569,602,face_with_mask
3427,6410.png,168,8,334,212,face_with_mask
3428,3993.png,184,87,471,484,face_with_mask
3430,5045.jpg,1737,339,2062,740,face_with_mask
3431,5045.jpg,636,207,946,634,face_with_mask
3438,2334.png,63,241,299,581,face_with_mask
3440,4412.png,107,9,566,581,face_with_mask
3451,3730.png,430,6,657,271,face_with_mask
3453,2635.png,247,116,415,348,face_with_mask
3456,3131.png,278,95,324,158,face_with_mask
3457,3131.png,595,80,668,156,face_with_mask
3463,1802.jpg,110,71,273,272,face_with_mask
3471,5168.jpg,197,53,571,594,face_with_mask
3474,4919.png,280,29,384,170,face_with_mask
3476,3430.png,217,231,270,288,face_with_mask
3481,3430.png,301,179,341,231,face_with_mask
3482,3430.png,538,289,558,305,face_with_mask
3490,4775.png,381,47,448,133,face_with_mask
3491,4775.png,495,37,577,118,face_with_mask
3496,3408.png,276,33,378,177,face_with_mask
3498,2109.jpg,1103,418,1332,762,face_with_mask
3499,2109.jpg,317,500,585,836,face_with_mask
3502,3669.png,138,47,438,472,face_with_mask
3512,5191.jpg,1675,466,2025,960,face_with_mask
3515,2868.png,61,5,641,605,face_with_mask
3518,4051.png,137,64,380,367,face_with_mask
3521,4377.png,325,252,382,319,face_with_mask
3523,4807.png,131,7,581,601,face_with_mask
3540,4758.png,0,270,56,376,face_with_mask
3547,3575.png,194,3,399,270,face_with_mask
3553,3595.png,242,65,474,405,face_with_mask
3559,5162.jpg,360,141,503,293,face_with_mask
3560,5162.jpg,695,67,822,227,face_with_mask
3566,5162.jpg,557,32,616,91,face_with_mask
3569,3169.png,359,49,637,443,face_with_mask
3570,3169.png,164,84,335,372,face_with_mask
3574,4817.png,466,150,592,302,face_with_mask
3575,4817.png,162,206,329,360,face_with_mask
3583,4660.png,57,32,114,98,face_with_mask
3584,4660.png,273,119,320,174,face_with_mask
3585,4660.png,305,68,344,119,face_with_mask
3586,4660.png,359,13,413,100,face_with_mask
3595,4660.png,465,87,496,124,face_with_mask
3597,5196.jpg,2180,0,3392,939,face_with_mask
3600,5224.jpg,3,16,1187,1518,face_with_mask
3601,5224.jpg,1221,515,2303,1721,face_with_mask
3608,3352.png,519,220,627,354,face_with_mask
3612,3352.png,697,4,914,121,face_with_mask
3614,3693.png,93,118,230,269,face_with_mask
3615,3693.png,398,4,669,246,face_with_mask
3621,6420.png,331,150,538,462,face_with_mask
3622,6420.png,43,138,284,374,face_with_mask
3631,6389.jpg,657,89,1463,1135,face_with_mask
3634,3648.png,157,273,437,655,face_with_mask
3635,3648.png,96,113,181,221,face_with_mask
3636,3648.png,2,256,141,430,face_with_mask
3637,3648.png,190,88,258,179,face_with_mask
3638,3648.png,296,153,370,250,face_with_mask
3654,3724.png,311,236,378,324,face_with_mask
3657,4608.png,151,129,499,519,face_with_mask
3675,1925.jpg,558,51,717,231,face_with_mask
3676,1925.jpg,548,89,695,253,face_with_mask
3677,3054.png,352,32,557,336,face_with_mask
3679,3695.png,278,263,332,323,face_with_mask
3687,3695.png,8,327,36,369,face_with_mask
3688,3695.png,113,331,135,364,face_with_mask
3689,4273.png,240,196,302,261,face_with_mask
3694,3392.png,127,2,604,502,face_with_mask
3696,2185.png,828,122,934,228,face_with_mask
3697,2185.png,302,33,411,153,face_with_mask
3702,4688.png,385,12,721,432,face_with_mask
3703,4688.png,150,236,361,497,face_with_mask
3709,2599.png,96,7,338,396,face_with_mask
3712,1836.jpg,395,6,780,383,face_with_mask
3713,1836.jpg,377,4,714,419,face_with_mask
3717,2084.jpg,414,4,550,192,face_with_mask
3718,2084.jpg,607,75,670,148,face_with_mask
3719,2084.jpg,29,74,146,182,face_with_mask
3724,2084.jpg,660,93,693,137,face_with_mask
3733,2990.png,105,11,322,302,face_with_mask
3736,3240.png,777,38,860,143,face_with_mask
3737,3240.png,334,197,421,295,face_with_mask
3738,3240.png,187,179,292,334,face_with_mask
3751,3240.png,715,102,764,159,face_with_mask
3752,5209.jpg,1437,620,1904,1177,face_with_mask
3755,4297.png,325,90,363,147,face_with_mask
3765,3265.png,384,0,708,477,face_with_mask
3766,3265.png,59,166,371,587,face_with_mask
3769,2231.png,326,98,374,160,face_with_mask
3770,2231.png,411,113,459,172,face_with_mask
3776,4018.png,737,120,852,296,face_with_mask
3777,4018.png,489,202,609,352,face_with_mask
3789,4601.png,490,0,623,158,face_with_mask
3790,4601.png,572,14,727,180,face_with_mask
3795,2764.png,153,36,420,376,face_with_mask
3797,2607.png,196,150,271,243,face_with_mask
3800,3062.png,199,291,255,376,face_with_mask
3813,2655.png,48,42,495,475,face_with_mask
3819,5734.png,1011,53,1201,263,face_with_mask
3824,5734.png,263,121,486,419,face_with_mask
3825,3833.png,399,3,828,476,face_with_mask
3827,2429.png,237,75,446,382,face_with_mask
3829,2222.png,70,7,391,319,face_with_mask
3837,4249.png,642,3,727,118,face_with_mask
3838,4249.png,752,125,840,229,face_with_mask
3839,4249.png,593,250,689,359,face_with_mask
3840,4249.png,698,312,818,435,face_with_mask
3841,4249.png,303,453,419,576,face_with_mask
3854,2051.jpg,447,20,511,101,face_with_mask
3855,2051.jpg,134,61,201,147,face_with_mask
3856,2051.jpg,40,62,111,136,face_with_mask
3862,4374.png,243,32,674,512,face_with_mask
3867,2925.png,295,70,468,306,face_with_mask
3875,2780.png,314,144,387,236,face_with_mask
3878,4762.png,411,6,520,161,face_with_mask
3880,4028.png,417,15,513,139,face_with_mask
3883,4109.png,135,151,350,459,face_with_mask
3886,5044.jpg,1274,76,1485,369,face_with_mask
3887,5044.jpg,498,120,741,442,face_with_mask
3890,1887.jpg,101,5,655,636,face_with_mask
3897,3534.png,138,52,464,434,face_with_mask
3899,3898.png,298,13,365,124,face_with_mask
3900,3898.png,102,70,201,195,face_with_mask
3901,3898.png,399,55,515,207,face_with_mask
3910,3093.png,249,5,521,317,face_with_mask
3912,6415.png,192,25,631,692,face_with_mask
3914,3358.png,894,159,1036,361,face_with_mask
3915,3358.png,796,288,899,438,face_with_mask
